show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2911,TV Show,Talking Tom and Friends,,"Colin Hanks, Tom Kenny, James Adomian, Lisa Schwartz, Maria Bamford",Cyprus,"February 15, 2020",2017,TV-Y,1 Season,"Kids' TV, TV Comedies","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous."
s2918,TV Show,Taj Mahal 1989,,"Neeraj Kabi, Geetanjali Kulkarni, Danish Husain, Sheeba Chaddha, Paras Priyadarshan, Anshul Chauhan, Anud Singh Dhaka, Shirin Sewani, Mihir Ahuja, Vasundhara Rajput",India,"February 14, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","In and around Lucknow University in 1989, couples of varying ages explore the politics of love through marriage, budding romances and friendships."
s2921,TV Show,Love Is Blind,,"Nick Lachey, Vanessa Lachey",United States,"February 13, 2020",2021,TV-MA,1 Season,"Reality TV, Romantic TV Shows","Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person."
s2922,TV Show,Narcos: Mexico,,"Michael Peña, Diego Luna, Tenoch Huerta, Joaquin Cosio, José María Yazpik, Matt Letscher, Alyssa Diaz","Mexico, United States","February 13, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent."
s2923,TV Show,Palazuelos mi rey,,Roberto Palazuelos,,"February 13, 2020",2019,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","This reality series follows entrepreneur and soap opera star Roberto Palazuelos as he builds his hotel empire and juggles riches, women and drama."
s2927,TV Show,We Bare Bears,,"Eric Edelstein, Demetri Martin, Bobby Moynihan",United States,"February 12, 2020",2018,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world."
s2928,Movie,Captain Underpants Epic Choice-o-Rama,,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Todd Grimes, Peter Hastings, Evan Kishiyama, David Koechner, Phil LaMarr, Erica Luttrell, Patty Mattson, Brennan Murray, Nolan North",United States,"February 11, 2020",2020,TV-Y7,81 min,"Children & Family Movies, Comedies","In this interactive special, Harold and George need your decision-making skills to stop Krupp from blowing their beloved treehouse to smithereens."
s2932,TV Show,Better Call Saul,,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",United States,"February 9, 2020",2018,TV-MA,4 Seasons,"Crime TV Shows, TV Comedies, TV Dramas","This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman."
s2938,TV Show,Dragons: Rescue Riders,,"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",United States,"February 7, 2020",2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies","Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way."
s2939,TV Show,Fifty: The Series,,"Ireti Doyle, Keira Hewatch, Dakore Akande, Omoni Oboli, Uzor Osimkpa, Wale Ojo, Timini Egbuson, Chris Attoh, Kachi Nnochiri",Nigeria,"February 7, 2020",2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Juggling careers and families, four ambitious women faced with unique crises weigh the consequences of their choices as they approach turning 50."
s2942,TV Show,Locke & Key,,"Darby Stanchfield, Connor Jessup, Emilia Jones, Jackson Robert Scott, Petrice Jones, Laysla De Oliveira, Griffin Gluck, Sherri Saum, Aaron Ashmore, Bill Heck, Genevieve Kang, Kevin Alves, Thomas Mitchell Barnet, Eric Graise, Felix Mallard, Martin Roach, Steven Williams, Coby Bird","Canada, United States","February 7, 2020",2020,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Mysteries","After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets."
s2943,TV Show,My Holo Love,,"Yoon Hyun-min, Ko Sung-hee, Choi Yeo-jin, Chansung, Lee Ki-chan, Kim Soo-jin, Kang Seung-hyeon, Jeong Do-won, Kim Hak-seon",,"February 7, 2020",2020,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.
s2945,TV Show,Who Killed Malcolm X?,,,United States,"February 7, 2020",2020,TV-MA,1 Season,"Crime TV Shows, Docuseries","Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice."
s2946,TV Show,Cagaster of an Insect Cage,,"Yoshimasa Hosoya, Kana Hanazawa, Natsuki Hanae, Takahiro Sakurai, Daisuke Namikawa, Toshiyuki Morikawa, Kazuyuki Okitsu, Junichi Suwabe, Tomohiro Shiozaki, Ai Kayano, Tetsu Shiratori, Yasuhiro Mamiya, Daiki Yamashita, Akari Kito, Tomokazu Sugita, Aoi Yuki, Kohsuke Toriumi",Japan,"February 6, 2020",2020,TV-MA,1 Season,"Anime Series, International TV Shows","Thirty years after a disease that turns the infected into carnivorous insects emerged, a young exterminator and a teenage girl search for her mother."
s2954,TV Show,Team Kaylie,,"Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley",United States,"February 3, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader."
s2959,TV Show,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,"Yoshitsugu Matsuoka, Inori Minase, Saori Onishi, Maaya Uchida, Haruka Tomatsu, Shizuka Ishigami, Yoko Hikasa, Yurika Kubo, Nobuhiko Okamoto, Saori Hayami, Yoshimasa Hosoya, Chinatsu Akasaki, Akeno Watanabe, Haruka Chisuga, Wakana Kowaka, Ayumi Mano, Kenn, Ryota Osaka",Japan,"February 1, 2020",2015,TV-MA,1 Season,"Anime Series, International TV Shows","Lovable goof Bell Cranel wants an adventure, and when he meets the diminutive goddess Hestia, he gets much more than he bargained for."
s2960,TV Show,Itaewon Class,,"Park Seo-joon, Kim Da-mi, Yu Jae-myeong, Kwon Na-ra, Kim Dong-hee, Ahn Bo-hyun, Kim Hye-eun, Ryu Gyeong-su, Lee Joo-young, Chris Lyon",South Korea,"February 1, 2020",2020,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality."
s2965,Movie,Night on Earth: Shot in the Dark,,Samira Wiley,United Kingdom,"February 1, 2020",2020,TV-PG,59 min,Movies,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage."
s2966,TV Show,No Game No Life,,"Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Mugihito, Naomi Shindo",Japan,"February 1, 2020",2014,TV-MA,1 Season,"Anime Series, International TV Shows",Legendary gamer siblings Sora and Shiro are transported to a world where life is a series of games and humanity is in grave danger of extinction.
s2967,TV Show,Pop Team Epic,,,Japan,"February 1, 2020",2018,TV-14,1 Season,"Anime Series, International TV Shows",This animated adaptation of the quirky four-panel comic brings the random exploits of Popuko and Pipimi to life.
s2968,TV Show,Shopkins,,Kate Murphy,United States,"February 1, 2020",2014,TV-Y,1 Season,Kids' TV,"Tiny grocery store items come to life as the Shopkins, who have fun adventures with each other at Small Mart and the magical town called Shopville."
s2972,TV Show,Diablero,,"Christopher Von Uckermann, Horacio García Rojas, Gisselle Kuri, Fátima Molina, Dolores Heredia, Humberto Busto, Quetzalli Cortés, Alexa Martin, Flavio Medina, Dulce Neri, Mariana Botas",Mexico,"January 31, 2020",2020,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","When a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her."
s2975,TV Show,Luna Nera,,"Antonia Fotaras, Giorgio Belli, Manuela Mandracchia, Roberto De Francesco, Federica Fracassi, Lucrezia Guidone, Adalgisa Manfrida, Giada Gagliardi, Giandomenico Cupaiuolo, Gloria Carovana, Filippo Scotti",Italy,"January 31, 2020",2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft."
s2977,TV Show,Unauthorized Living,,"José Coronado, Álex González, Claudia Traisac, Luís Zahera, Pilar Castro, Àlex Monner, Giulia Charm, Unax Ugalde, Ricardo Gómez, Ledicia Sola, Leonor Watling, Patrick Criado, Xabier Deive, Camila Bossa, María Guinea, Édgar Vittorino, Javier Abad, Daniel Currás, Mercedes Castro, Paula Morado, Paula Pier, Carmela Martins, Denis Gómez, Miguel Borines, Ana Villagrasa, Xavier Estévez, Carlos Hipólito",Spain,"January 31, 2020",2020,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir."
s2978,TV Show,Ainori Love Wagon: African Journey,,"Becky, Ryo Kato, Karina Maruyama, Kohei Takeda",Japan,"January 30, 2020",2019,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","To find love, seven strangers leave Japan and embark on a journey through the continent of Africa together. Challenges, adventure and romance await!"
s2980,TV Show,THE STRANGER,,"Richard Armitage, Siobhan Finneran, Jennifer Saunders, Shaun Dooley, Paul Kaye, Dervla Kirwan, Kadiff Kirwan, Hannah John-Kamen, Anthony Head, Stephen Rea, Jacob Dudman, Ella-Rae Smith, Brandon Fellows, Misha Handley",United Kingdom,"January 30, 2020",2020,TV-MA,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","When a stranger makes a shocking claim about his wife, family man Adam Price becomes entangled in a mystery as he desperately searches for answers."
s2981,TV Show,What the Love! with Karan Johar,,Karan Johar,United States,"January 30, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV, Romantic TV Shows","With help from celebrity guests and a glam squad, filmmaker Karan Johar mentors six singletons through their personal struggles as they look for love."
s2983,TV Show,Find Yourself,,,,"January 29, 2020",2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love."
s2984,TV Show,Night on Earth,,Samira Wiley,United Kingdom,"January 29, 2020",2020,TV-PG,1 Season,"Docuseries, Science & Nature TV","This nature series’ new technology lifts night’s veil to reveal the hidden lives of the world’s creatures, from lions on the hunt to bats on the wing."
s2985,TV Show,Omniscient,,"Carla Salle, Sandra Corveloni, Jonathan Haagensen, Guilherme Prates, Luana Tanaka, Marcello Airoldi, Marco Antônio Pâmio",Brazil,"January 29, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder."
s2992,TV Show,Rise of Empires: Ottoman,,"Charles Dance, Cem Yiğit Üzümoğlu, Tommaso Basili, Birkan Sokullu, Osman Sonant, Tolga Tekin, Damla Sönmez, Ushan Çakır, İlayda Akdoğan",,"January 24, 2020",2020,TV-MA,1 Season,Docuseries,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.
s2993,TV Show,Sons of the Caliphate,,"Yakubu Mohammed, Paul Sambo, Mofe Duncan, Nita Byack George, Yvonne Hays, Mickey Odey, Rahama Sadau, Sani Muazu",Nigeria,"January 24, 2020",2017,TV-14,2 Seasons,"International TV Shows, TV Dramas","Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations."
s2994,TV Show,The goop lab with Gwyneth Paltrow,,"Gwyneth Paltrow, Elise Loehnen",United States,"January 24, 2020",2020,TV-MA,1 Season,Reality TV,"Leading with curiosity, Gwyneth Paltrow and her goop team look at psychedelics, energy work and other challenging wellness topics."
s2995,TV Show,The Ranch,,"Ashton Kutcher, Sam Elliott, Debra Winger, Elisha Cuthbert, Kelli Goss, Wilmer Valderrama, Danny Masterson",United States,"January 24, 2020",2020,TV-MA,8 Seasons,"TV Comedies, TV Dramas","Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family."
s2998,TV Show,October Faction,,"Tamara Taylor, J.C. MacKenzie, Aurora Burghart, Gabriel Darku, Maxim Roy, Stephen McHattie, Wendy Crewson, Megan Follows, Nicola Correia-Damude, Praneet Akilla, Michelle Nolden, Anwen O'Driscoll",United States,"January 23, 2020",2020,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror","The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets."
s2999,TV Show,​SAINT SEIYA: Knights of the Zodiac,,"Bryson Baugus, Emily Neves, Blake Shepard, Patrick Poole, Luci Christian, Adam Gibbs, Masakazu Morita, Fumiko Orikasa, Takahiro Sakurai, Hiroaki Miura, Satomi Sato, Katsuyuki Konishi",Japan,"January 23, 2020",2020,TV-14,2 Seasons,"Anime Series, International TV Shows","Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all."
s3001,TV Show,Pandemic: How to Prevent an Outbreak,,,United States,"January 22, 2020",2020,TV-14,1 Season,"Docuseries, Science & Nature TV","In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak."
s3002,TV Show,Playing with Fire,,"Jason Day, Margarita Rosa de Francisco, Carlos Ponce, Gaby Espino, Laura Perico, Alejandro Aguilar, Tony Plana, Marcelo Serrado, Leticia Huijara, Germán Quintero, Luis Alberti, Ricardo Vesga, Yuri Vargas, Álvaro Rodríguez, Juan David Restrepo",United States,"January 22, 2020",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.
s3006,TV Show,DreamWorks How to Train Your Dragon Legends,,"Jay Baruchel, Craig Ferguson, America Ferrera, Gerard Butler",United States,"January 20, 2020",2011,TV-PG,1 Season,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","In this set of shorts, Hiccup and the gang learn about different species of dragons. Then, Gobber goes in search of the Boneknapper Dragon."
s3011,TV Show,Ares,,"Jade Olieberg, Tobias Kersloot, Lisa Smit, Frieda Barnhard, Hans Kesting, Rifka Lodeizen, Robin Boissevain, Jennifer Welts, Steef de Bot, Jip van den Dool, Janni Goslinga, Dennis Rudge, Ian Bok, Roos Dickmann, Minne Koole, Alexander Brouwer",Netherlands,"January 17, 2020",2020,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret."
s3012,TV Show,Hip-Hop Evolution,,Shad Kabango,Canada,"January 17, 2020",2020,TV-MA,4 Seasons,"Docuseries, International TV Shows","Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series."
s3013,TV Show,Nailed It! Germany,,"Angelina Kirsch, Bernd Siefert",Germany,"January 17, 2020",2020,TV-14,1 Season,"International TV Shows, Reality TV","Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros."
